,title,href,datetime,views
247,"""Арсенал"" із Зінченком знищив команду екстренера ""Шахтаря"" та захопив лідерство в АПЛ (відео)",https://tsn.ua/prosport/arsenal-iz-zinchenkom-znischiv-komandu-ekstrenera-shahtarya-ta-zahopiv-liderstvo-v-apl-video-2552008.html,2024-04-06T21:31:00+03:00,1346
248,Скільки Україні потрібно систем Patriot: Зеленський дав чітку відповідь,https://tsn.ua/ato/skilki-ukrayini-potribno-sistem-patriot-zelenskiy-dav-chitku-vidpovid-2552005.html,2024-04-06T21:23:00+03:00,2488
249,"""Рома"" здолала ""Лаціо"" в центральному матчі 31-го туру Серії А (відео)",https://tsn.ua/prosport/roma-zdolala-lacio-v-centralnomu-matchi-31-go-turu-seriyi-a-video-2552002.html,2024-04-06T21:08:00+03:00,321
250,Обстріли РФ: чи вистачить Україні запасів ракет для для ППО,https://tsn.ua/ukrayina/obstrili-rf-chi-vistachit-ukrayini-zapasiv-raket-dlya-dlya-ppo-2551999.html,2024-04-06T21:07:00+03:00,1011
251,"Зеленський розповів, як Україна буде боротись з російськими КАБами",https://tsn.ua/ukrayina/zelenskiy-rozpoviv-yak-ukrayina-bude-borotis-z-rosiyskimi-kabami-2551996.html,2024-04-06T21:01:00+03:00,5905
252,"Чи вдарить Україна по Кремлю: переможниця ""Битви екстрасенсів"" вразила передбаченням",https://tsn.ua/tsikavinki/chi-vdarit-ukrayina-po-kremlyu-peremozhnicya-bitvi-ekstrasensiv-vrazila-peredbachennyam-2550193.html,2024-04-06T20:51:00+03:00,175к
253,"""Орбана у відставку!"": під парламентом Будапешта спалахнули акції проти прем'єр-міністра",https://tsn.ua/svit/orban-u-vidstavku-pid-parlamentom-budapeshtu-spalahnuli-akciyi-proti-prem-yer-ministra-2552056.html,2024-04-06T23:59:00+03:00,4009
254,Перемога над Росією: чому в Україні та на Заході її бачать по-різному — Портников,https://tsn.ua/ukrayina/peremoga-nad-rosiyeyu-chomu-v-ukrayini-ta-na-zahodi-yiyi-bachat-po-riznomu-portnikov-2552053.html,2024-04-06T23:50:00+03:00,14к
255,Чому деякі люди не можуть схуднути – вчені відкрили генетичний механізм ожиріння,https://tsn.ua/zdorovya/chomu-deyaki-lyudi-ne-mozhut-shudnuti-vcheni-vidkrili-genetichniy-mehanizm-ozhirinnya-2552050.html,2024-04-06T23:49:00+03:00,3518
256,Ситуація на ЗАЕС: яким є ризик аварії у разі втрати електропостачання,https://tsn.ua/ukrayina/sitaciya-na-zaes-yakim-ye-rizik-avariyi-u-razi-vtrati-elektropostachannya-2552047.html,2024-04-06T23:35:00+03:00,1850
257,Російські обстріли на Донеччині забрали життя 5 людей: серед загиблих — неповнолітня (фото),https://tsn.ua/ato/rosiyski-obstrili-na-donechchini-zabrali-zhittya-5-lyudey-sered-zagiblih-nepovnolitnya-foto-2552044.html,2024-04-06T23:02:00+03:00,1528
258,У російському Орську знову прорвало греблю,https://tsn.ua/svit/u-rosiyskomu-orsku-znovu-prorvalo-greblyu-2552041.html,2024-04-06T22:57:00+03:00,7083
259,"""Ви живете за моїми правилами"": росіянин розгромив кафе у Підмосков'ї",https://tsn.ua/svit/vi-zhivete-za-moyimi-pravilami-rosiyanin-rozgromiv-kafe-u-pidmoskov-yi-2552038.html,2024-04-06T22:43:00+03:00,5067
260,"Відомий снайпер дав цінну пораду тим, хто боїться йти на війну",https://tsn.ua/ukrayina/vidomiy-snayper-dav-cinnu-poradu-tim-hto-boyitsya-yti-na-viynu-2552035.html,2024-04-06T22:34:00+03:00,44к
261,Завтра французьких солдатів в Україні не буде: нардеп – про заяви Макрона,https://tsn.ua/ato/zavtra-francuzkih-soldativ-v-ukrayini-ne-bude-nardep-pro-zayavi-makrona-2552032.html,2024-04-06T22:26:00+03:00,3030
262,"Експосол США в ЄС заявив, що Трамп підтримає Україну у разі перемоги на виборах",https://tsn.ua/svit/eksposlol-ssha-v-yes-zayaviv-scho-tramp-pidtrimaye-ukrayinu-u-razi-peremogi-na-viborah-2552029.html,2024-04-06T22:14:00+03:00,1624
263,"Астролог назвав, що потрібно знищити в Росії, щоб війна в Україні закінчилась",https://tsn.ua/tsikavinki/astrolog-nazvav-scho-potribno-znischiti-v-rosiyi-schob-viyna-v-ukrayini-zakinchilas-2548822.html,2024-04-06T22:09:00+03:00,79к
264,"Чи воюють на фронті ""лише бідні"": відповідь снайпера",https://tsn.ua/ukrayina/chi-voyuyut-na-fronti-lishe-bidni-vidpovid-biycya-2552026.html,2024-04-06T21:59:00+03:00,18к
265,Західні війська в Україні: Зеленський прокоментував ідею Макрона і запропонував свій варіант,https://tsn.ua/ukrayina/zahidni-viyska-v-ukrayini-zelenskiy-prokomentuvav-ideyu-makrona-i-zaproponuvav-sviy-variant-2552023.html,2024-04-06T21:54:00+03:00,11к
266,"США попередили, що Китай надає Росії дані геопросторової розвідки – Bloomberg",https://tsn.ua/svit/ssha-poperedili-scho-kitay-nadaye-rosiyi-dani-geoprostorovoyi-rozvidki-bloomberg-2552020.html,2024-04-06T21:52:00+03:00,3863
267,"У Миколаєві жінка чекала на окупантів, які розбомбили її будинок, бо ""вона за Росію"": як її покарали",https://tsn.ua/ukrayina/u-mikolayevi-zhinka-chekala-na-okupantiv-yaki-rozbombili-yiyi-budinok-bo-vona-za-rosiyu-yak-yiyi-pokarali-2548915.html,2024-04-06T21:48:00+03:00,6912
268,"Про жорстокі удари РФ, роботу всіх українських служб та ""нормальність життя"": головне зі звернення Зеленського",https://tsn.ua/ukrayina/prezident-ukrayini-podyakuvav-tim-hto-berezhe-normalnist-zhittya-golovne-zi-zvernennya-zelenskogo-2552014.html,2024-04-06T21:43:00+03:00,800
269,ЗСУ ліквідували 16 одиниць техніки на Авдіївському напрямку (відео),https://tsn.ua/ukrayina/zsu-likviduvali-16-odinic-tehniki-na-avdiyivskomu-napryamku-video-2552011.html,2024-04-06T21:34:00+03:00,1454
270,"""Арсенал"" із Зінченком знищив команду екстренера ""Шахтаря"" та захопив лідерство в АПЛ (відео)",https://tsn.ua/prosport/arsenal-iz-zinchenkom-znischiv-komandu-ekstrenera-shahtarya-ta-zahopiv-liderstvo-v-apl-video-2552008.html,2024-04-06T21:31:00+03:00,1346
271,Скільки Україні потрібно систем Patriot: Зеленський дав чітку відповідь,https://tsn.ua/ato/skilki-ukrayini-potribno-sistem-patriot-zelenskiy-dav-chitku-vidpovid-2552005.html,2024-04-06T21:23:00+03:00,2488
272,"""Рома"" здолала ""Лаціо"" в центральному матчі 31-го туру Серії А (відео)",https://tsn.ua/prosport/roma-zdolala-lacio-v-centralnomu-matchi-31-go-turu-seriyi-a-video-2552002.html,2024-04-06T21:08:00+03:00,321
273,Обстріли РФ: чи вистачить Україні запасів ракет для для ППО,https://tsn.ua/ukrayina/obstrili-rf-chi-vistachit-ukrayini-zapasiv-raket-dlya-dlya-ppo-2551999.html,2024-04-06T21:07:00+03:00,1011
274,"Зеленський розповів, як Україна буде боротись з російськими КАБами",https://tsn.ua/ukrayina/zelenskiy-rozpoviv-yak-ukrayina-bude-borotis-z-rosiyskimi-kabami-2551996.html,2024-04-06T21:01:00+03:00,5905
275,"Чи вдарить Україна по Кремлю: переможниця ""Битви екстрасенсів"" вразила передбаченням",https://tsn.ua/tsikavinki/chi-vdarit-ukrayina-po-kremlyu-peremozhnicya-bitvi-ekstrasensiv-vrazila-peredbachennyam-2550193.html,2024-04-06T20:51:00+03:00,175к
276,В Херсонській області під російський удар потрапив 61-річний чоловік,https://tsn.ua/ato/v-hersonskoyi-oblasti-pid-rosiyskiy-udar-potrapiv-61-richniy-cholovik-2552527.html,2024-04-07T23:45:00+03:00,2163
277,У Львові шматок балкона давнього будинку гепнувся на тротуар: фото,https://lviv.tsn.ua/u-lvovi-shmatok-balkona-davnogo-budinku-gepnuvsya-na-trotuar-foto-2552524.html,2024-04-07T23:34:00+03:00,3369
278,"""Росія веде війну на ураження"":  Терехов прокоментував чутки про евакуацію  та новий наступ на Харків",https://tsn.ua/exclusive/rosiya-vede-viynu-na-urazhennya-terehov-prokomentuvav-chutki-pro-evakuaciyu-ta-noviy-nastup-na-harkiv-2550535.html,2024-04-07T23:18:00+03:00,34к
279,"Ілона Гвоздьова зізналася, чому продала свій бізнес напередодні війни: ""Бог мене відвів""",https://tsn.ua/glamur/ilona-gvozdova-ziznalasya-chomu-prodala-sviy-biznes-naperedodni-viyni-bog-mene-vidviv-2552518.html,2024-04-07T23:06:00+03:00,26к
280,У Польщі відбулися місцеві вибори: які партії перемагають — результати екзит-полу,https://tsn.ua/svit/u-polschi-vidbulisya-miscevi-vibori-yaki-partiyi-peremagayut-rezultati-ekzit-polu-2552512.html,2024-04-07T22:59:00+03:00,4556
281,Сили ППО знищили керовану авіаційну ракету в Криворізькому районі – Дніпропетровська ОВА,https://tsn.ua/ato/sili-ppo-znischili-kerovanu-aviaciynu-raketu-v-krivorizkomu-rayoni-dnipropetrovska-ova-2552509.html,2024-04-07T22:56:00+03:00,1747
282,42-річний відомий український ведучий вступає до університету і розсекретив свою нову спеціальність,https://tsn.ua/glamur/42-richniy-vidomiy-ukrayinskiy-veduchiy-vstupaye-do-universitetu-i-rozsekretiv-svoyu-novu-specialnist-2552311.html,2024-04-07T22:56:00+03:00,66к
283,"Росіяни обстрілюють Сумщину з мінометів, артилерії, атакують БпЛА і б'ють з танків: в ОВА повідомили про наслідки",https://tsn.ua/ato/rosiyani-obstrilyuyut-sumschinu-z-minometiv-artileriyi-atakuyut-bpla-i-b-yut-z-tankiv-v-ova-povidomili-pro-naslidki-2552506.html,2024-04-07T22:27:00+03:00,2967
284,Сонячне затемнення: що потрібно зробити для здійснення бажань,https://tsn.ua/lady/astrologiya/sonyachne-zatemnennya-scho-potribno-zrobiti-dlya-zdiysnennya-bazhan-2552503.html,2024-04-07T22:17:00+03:00,53к
285,Вибух дрона на Запорізькій АЕС: в ГУР прокоментували інцидент,https://tsn.ua/ukrayina/vibuh-drona-na-zaporizkiy-aes-v-gur-prokomentuvali-incident-2552497.html,2024-04-07T22:10:00+03:00,7982
286,"Відомий український співак різко розкритикував Івана Дорна: ""Треба думати, а потім казати""",https://tsn.ua/glamur/vidomiy-ukrayinskiy-spivak-rizko-rozkritikuvav-ivana-dorna-treba-dumati-a-potim-kazati-2552500.html,2024-04-07T22:10:00+03:00,12к
287,"Трагедія агента 007: як Пірс Броснан втратив першу дружину від раку, зміг подолати депресію та знайти кохання",https://tsn.ua/lady/news/show-biznes/tragediya-agenta-007-yak-pirs-brosnan-vtrativ-pershu-druzhinu-vid-raku-zmig-podolati-depresiyu-ta-znayti-kohannya-2543272.html,2024-04-07T21:51:00+03:00,5486
288,Маск поділився планами колонізації Марса: якими будуть найближчі кроки,https://tsn.ua/svit/mask-podilivsya-planami-kolonizaciyi-marsa-yakimi-budut-nayblizhchi-kroki-2552494.html,2024-04-07T21:47:00+03:00,2516
289,"""Челсі"" з Мудриком на останніх хвилинах втратив перемогу над найгіршою командою АПЛ (відео)",https://tsn.ua/prosport/chelsi-z-mudrikom-na-ostannih-hvilinah-vtrativ-peremogu-nad-naygirshoyu-komandoyu-apl-video-2552491.html,2024-04-07T21:28:00+03:00,1238
290,"""Сліди воєнних злочинів не вдасться приховати"": омбудсмен — про розстріл військовополонених",https://tsn.ua/ato/slidi-voyennih-zlochiniv-ne-vdastsya-prihovati-ombudsmen-pro-rozstril-viyskovopolonenih-video-2552488.html,2024-04-07T21:20:00+03:00,1242
291,"""Ситуація в Харкові дуже жорстка"": Зеленський закликав світ віддати Patriot Україні",https://tsn.ua/ukrayina/situaciya-v-harkovi-duzhe-zhorstka-zelenskiy-zaklikav-viddati-patriot-ukrayini-2552485.html,2024-04-07T21:19:00+03:00,18к
292,"Відомий український співак вперше розповів про болісну зраду та нові романи: ""Кохання знищило мене""",https://tsn.ua/glamur/vidomiy-ukrayinskiy-spivak-vpershe-rozpoviv-pro-bolisnu-zradu-ta-novi-romani-kohannya-znischilo-mene-2552482.html,2024-04-07T21:01:00+03:00,18к
293,Під Москвою невідомий розстріляв двох поліцейських: що сталося,https://tsn.ua/svit/pid-moskvoyu-nevidomiy-rozstrilyav-dvoh-policeyskih-scho-stalosya-2552479.html,2024-04-07T20:59:00+03:00,3995
294,"Бундесліга: результати матчів 28-го туру чемпіонату Німеччини з футболу, турнірна таблиця",https://tsn.ua/prosport/bundesliga-rozklad-i-rezultati-matchiv-28-go-turu-chempionatu-nimechchini-z-futbolu-turnirna-tablicya-2551237.html,2024-04-07T20:48:00+03:00,2052
295,Лютий наступ РФ на Донеччині і ситуація на лівому березі Дніпра – головне зі зведення Генштабу,https://tsn.ua/ato/lyutiy-nastup-rf-na-donbasi-i-situaciya-na-livomu-berezi-dnipra-golovne-zi-zvedennya-genshtabu-2552476.html,2024-04-07T20:44:00+03:00,11к
296,"КНДР використовує Україну як полігон, щоб випробовувати свої ракети – Bloomberg",https://tsn.ua/svit/kndr-vikoristovuye-ukrayinu-yak-poligon-schob-viprobovuvati-svoyi-raketi-bloomberg-2552473.html,2024-04-07T20:43:00+03:00,1325
297,Українські військові філігранно знищили російських десантників під Авдіївкою (відео),https://tsn.ua/ukrayina/ukrayinski-viyskovi-filigranno-znischili-rosiyskih-desantnikiv-pid-avdiyivkoyu-video-2552470.html,2024-04-07T20:37:00+03:00,2915
298,Прикордонники відбили ворожий штурм на Бахмутському напрямку: відео з поля бою,https://tsn.ua/ato/prikordonniki-vidbili-vorozhiy-shturm-na-bahmutskomu-napryamku-video-z-polya-boyu-2552467.html,2024-04-07T20:12:00+03:00,1827
299,В Херсонській області під російський удар потрапив 61-річний чоловік,https://tsn.ua/ato/v-hersonskoyi-oblasti-pid-rosiyskiy-udar-potrapiv-61-richniy-cholovik-2552527.html,2024-04-07T23:45:00+03:00,2163
300,У Львові шматок балкона давнього будинку гепнувся на тротуар: фото,https://lviv.tsn.ua/u-lvovi-shmatok-balkona-davnogo-budinku-gepnuvsya-na-trotuar-foto-2552524.html,2024-04-07T23:34:00+03:00,3369
301,"""Росія веде війну на ураження"":  Терехов прокоментував чутки про евакуацію  та новий наступ на Харків",https://tsn.ua/exclusive/rosiya-vede-viynu-na-urazhennya-terehov-prokomentuvav-chutki-pro-evakuaciyu-ta-noviy-nastup-na-harkiv-2550535.html,2024-04-07T23:18:00+03:00,34к
302,"Ілона Гвоздьова зізналася, чому продала свій бізнес напередодні війни: ""Бог мене відвів""",https://tsn.ua/glamur/ilona-gvozdova-ziznalasya-chomu-prodala-sviy-biznes-naperedodni-viyni-bog-mene-vidviv-2552518.html,2024-04-07T23:06:00+03:00,26к
303,У Польщі відбулися місцеві вибори: які партії перемагають — результати екзит-полу,https://tsn.ua/svit/u-polschi-vidbulisya-miscevi-vibori-yaki-partiyi-peremagayut-rezultati-ekzit-polu-2552512.html,2024-04-07T22:59:00+03:00,4556
304,Сили ППО знищили керовану авіаційну ракету в Криворізькому районі – Дніпропетровська ОВА,https://tsn.ua/ato/sili-ppo-znischili-kerovanu-aviaciynu-raketu-v-krivorizkomu-rayoni-dnipropetrovska-ova-2552509.html,2024-04-07T22:56:00+03:00,1747
305,42-річний відомий український ведучий вступає до університету і розсекретив свою нову спеціальність,https://tsn.ua/glamur/42-richniy-vidomiy-ukrayinskiy-veduchiy-vstupaye-do-universitetu-i-rozsekretiv-svoyu-novu-specialnist-2552311.html,2024-04-07T22:56:00+03:00,66к
306,"Росіяни обстрілюють Сумщину з мінометів, артилерії, атакують БпЛА і б'ють з танків: в ОВА повідомили про наслідки",https://tsn.ua/ato/rosiyani-obstrilyuyut-sumschinu-z-minometiv-artileriyi-atakuyut-bpla-i-b-yut-z-tankiv-v-ova-povidomili-pro-naslidki-2552506.html,2024-04-07T22:27:00+03:00,2967
307,Сонячне затемнення: що потрібно зробити для здійснення бажань,https://tsn.ua/lady/astrologiya/sonyachne-zatemnennya-scho-potribno-zrobiti-dlya-zdiysnennya-bazhan-2552503.html,2024-04-07T22:17:00+03:00,53к
308,Вибух дрона на Запорізькій АЕС: в ГУР прокоментували інцидент,https://tsn.ua/ukrayina/vibuh-drona-na-zaporizkiy-aes-v-gur-prokomentuvali-incident-2552497.html,2024-04-07T22:10:00+03:00,7982
309,"Відомий український співак різко розкритикував Івана Дорна: ""Треба думати, а потім казати""",https://tsn.ua/glamur/vidomiy-ukrayinskiy-spivak-rizko-rozkritikuvav-ivana-dorna-treba-dumati-a-potim-kazati-2552500.html,2024-04-07T22:10:00+03:00,12к
310,"Трагедія агента 007: як Пірс Броснан втратив першу дружину від раку, зміг подолати депресію та знайти кохання",https://tsn.ua/lady/news/show-biznes/tragediya-agenta-007-yak-pirs-brosnan-vtrativ-pershu-druzhinu-vid-raku-zmig-podolati-depresiyu-ta-znayti-kohannya-2543272.html,2024-04-07T21:51:00+03:00,5486
311,Маск поділився планами колонізації Марса: якими будуть найближчі кроки,https://tsn.ua/svit/mask-podilivsya-planami-kolonizaciyi-marsa-yakimi-budut-nayblizhchi-kroki-2552494.html,2024-04-07T21:47:00+03:00,2516
312,"""Челсі"" з Мудриком на останніх хвилинах втратив перемогу над найгіршою командою АПЛ (відео)",https://tsn.ua/prosport/chelsi-z-mudrikom-na-ostannih-hvilinah-vtrativ-peremogu-nad-naygirshoyu-komandoyu-apl-video-2552491.html,2024-04-07T21:28:00+03:00,1238
313,"""Сліди воєнних злочинів не вдасться приховати"": омбудсмен — про розстріл військовополонених",https://tsn.ua/ato/slidi-voyennih-zlochiniv-ne-vdastsya-prihovati-ombudsmen-pro-rozstril-viyskovopolonenih-video-2552488.html,2024-04-07T21:20:00+03:00,1242
314,"""Ситуація в Харкові дуже жорстка"": Зеленський закликав світ віддати Patriot Україні",https://tsn.ua/ukrayina/situaciya-v-harkovi-duzhe-zhorstka-zelenskiy-zaklikav-viddati-patriot-ukrayini-2552485.html,2024-04-07T21:19:00+03:00,18к
315,"Відомий український співак вперше розповів про болісну зраду та нові романи: ""Кохання знищило мене""",https://tsn.ua/glamur/vidomiy-ukrayinskiy-spivak-vpershe-rozpoviv-pro-bolisnu-zradu-ta-novi-romani-kohannya-znischilo-mene-2552482.html,2024-04-07T21:01:00+03:00,18к
316,Під Москвою невідомий розстріляв двох поліцейських: що сталося,https://tsn.ua/svit/pid-moskvoyu-nevidomiy-rozstrilyav-dvoh-policeyskih-scho-stalosya-2552479.html,2024-04-07T20:59:00+03:00,3995
317,"Бундесліга: результати матчів 28-го туру чемпіонату Німеччини з футболу, турнірна таблиця",https://tsn.ua/prosport/bundesliga-rozklad-i-rezultati-matchiv-28-go-turu-chempionatu-nimechchini-z-futbolu-turnirna-tablicya-2551237.html,2024-04-07T20:48:00+03:00,2052
318,Лютий наступ РФ на Донеччині і ситуація на лівому березі Дніпра – головне зі зведення Генштабу,https://tsn.ua/ato/lyutiy-nastup-rf-na-donbasi-i-situaciya-na-livomu-berezi-dnipra-golovne-zi-zvedennya-genshtabu-2552476.html,2024-04-07T20:44:00+03:00,11к
319,"КНДР використовує Україну як полігон, щоб випробовувати свої ракети – Bloomberg",https://tsn.ua/svit/kndr-vikoristovuye-ukrayinu-yak-poligon-schob-viprobovuvati-svoyi-raketi-bloomberg-2552473.html,2024-04-07T20:43:00+03:00,1325
320,Українські військові філігранно знищили російських десантників під Авдіївкою (відео),https://tsn.ua/ukrayina/ukrayinski-viyskovi-filigranno-znischili-rosiyskih-desantnikiv-pid-avdiyivkoyu-video-2552470.html,2024-04-07T20:37:00+03:00,2915
321,Прикордонники відбили ворожий штурм на Бахмутському напрямку: відео з поля бою,https://tsn.ua/ato/prikordonniki-vidbili-vorozhiy-shturm-na-bahmutskomu-napryamku-video-z-polya-boyu-2552467.html,2024-04-07T20:12:00+03:00,1827
322,"""Де наш тато – оце"": Мережу зворушило відео, як дівчинка біжить обіймати стенд загиблого батька",https://tsn.ua/ukrayina/de-nash-tato-oce-merezhu-zvorushilo-video-yak-divchinka-bizhit-obiymati-stend-zagiblogo-batka-2553313.html,2024-04-08T23:48:00+03:00,2887
323,Сунак і Макрон обговорили постачання боєприпасів Україні – що відомо,https://tsn.ua/svit/sunak-i-makron-obgovorili-postachannya-boyepripasiv-ukrayini-scho-vidomo-2553310.html,2024-04-08T23:45:00+03:00,1321
324,"Удар РФ по Полтавщині: одна людина загинула, серед поранених – троє дітей",https://tsn.ua/ukrayina/udar-rf-po-poltavschini-odna-lyudina-zaginula-sered-poranenih-troye-ditey-2553301.html,2024-04-08T23:28:00+03:00,5835
325,"Зірки на прем'єрі ""Материнського інстинкту"": Ілона Гвоздьова – у кокетливій сукні, Монро – у вбранні кольору хакі",https://tsn.ua/lady/news/show-biznes/zirki-na-prem-yeri-materinskogo-instinktu-ilona-gvozdova-u-koketliviy-sukni-monro-u-vbranni-koloru-haki-2553097.html,2024-04-08T23:06:00+03:00,2767
326,У жовтій сорочці і зі стильними сережками: Олена Зеленська на зустрічі у Києві,https://tsn.ua/lady/news/obschestvo/u-zhovtiy-sorochci-i-zi-stilnimi-serezhkami-olena-zelenska-na-zustrichi-u-kiyevi-2552824.html,2024-04-08T23:05:00+03:00,12к
327,"У мінісукні з розрізом до стегна і ботфортах: Кончіта Вурст продемонструвала волохаті ноги на вечірці ""Євробачення""",https://tsn.ua/lady/news/show-biznes/u-minisukni-z-rozrizom-do-stegna-i-botfortah-konchita-vurst-prodemonstruvala-volohati-nogi-na-vechirci-yevrobachennya-2553226.html,2024-04-08T23:03:00+03:00,5143
328,"Порвався топ: із представницею Австрії на ""Євробаченні-2024"" під час виступу стався конфуз",https://tsn.ua/lady/news/show-biznes/porvavsya-top-iz-predstavniceyu-avstriyi-na-yevrobachenni-2024-pid-chas-vistupu-stavsya-konfuz-2553283.html,2024-04-08T23:03:00+03:00,27к
329,Без білизни: смілива модель Playboy у прозорій сукні похизувалася великими грудьми,https://tsn.ua/lady/news/show-biznes/bez-bilizni-smiliva-model-playboy-u-prozoriy-sukni-pohizuvalasya-velikimi-grudmi-2553307.html,2024-04-08T23:00:00+03:00,5151
330,Шольц зареєструвався в TikTok — пресслужба опублікувала перші відео і повідомила головну мету акаунта,https://tsn.ua/svit/sholc-zareyestruvavsya-v-tiktok-pressluzhba-opublikuvala-pershi-video-i-povidomila-golovnu-metu-akaunta-2553304.html,2024-04-08T22:59:00+03:00,3963
331,88-річному Алену Делону через суд заборонили розпоряджатися майном і помістили під посилену опіку,https://tsn.ua/glamur/88-richnomu-alenu-delonu-cherez-sud-zaboronili-rozporyadzhatisya-maynom-i-pomistili-pid-posilenu-opiku-2552632.html,2024-04-08T22:51:00+03:00,53к
332,"Відомий український співак чесно розповів про уколи краси, завдяки яким запобігає зморшкам",https://tsn.ua/glamur/vidomiy-ukrayinskiy-spivak-chesno-rozpoviv-pro-ukoli-krasi-zavdyaki-yakim-zapobigaye-zmorshkami-2553295.html,2024-04-08T22:37:00+03:00,8146
333,В обтислих штанях і черепахових окулярах: Бріжит Макрон сходила на художній ярмарок,https://tsn.ua/lady/news/obschestvo/v-obtislih-shtanyah-i-cherepahovih-okulyarah-brizhit-makron-shodila-na-hudozhniy-yarmarok-2553190.html,2024-04-08T22:36:00+03:00,23к
334,Скільки літаків А-50 залишилося у росіян: в Повітряних силах відповіли,https://tsn.ua/zbroya/skilki-litakiv-a-50-zalishilosya-u-rosiyan-v-povitryanih-silah-vidpovili-2553298.html,2024-04-08T22:21:00+03:00,4493
335,У боді з декольте нижче пупка: американська співачка блиснула пишними грудьми на баскетбольному матчі,https://tsn.ua/lady/news/show-biznes/u-bodi-z-dekolte-za-pupok-amerikanska-spivachka-blisnula-pishnimi-grudmi-na-basketbolnomu-matchi-2553292.html,2024-04-08T22:15:00+03:00,1811
336,"Новий скандал із ТЦК: під роздачу потрапила дитина-сирота – били так, що всі органи болять (відео)",https://tsn.ua/exclusive/noviy-skandal-iz-tck-pid-rozdachu-potrapila-ditina-sirota-bili-tak-scho-vsi-organi-bolyat-video-2553289.html,2024-04-08T22:12:00+03:00,6809
337,РФ поцілила по цивільному об'єкту у Полтавській громаді – що відомо,https://tsn.ua/ukrayina/rf-pocilila-po-civilnomu-ob-yektu-u-poltavskiy-gromadi-scho-vidomo-2553286.html,2024-04-08T22:03:00+03:00,29к
338,Бездіяльність Конгресу призводить до втрат Україною позицій на полі бою – Білий дім,https://tsn.ua/svit/bezdiyalnist-kongresu-prizvodit-do-vtrat-ukrayinoyu-poziciy-na-poli-boyu-biliy-dim-2553280.html,2024-04-08T21:35:00+03:00,6039
339,РФ атакує на 6 напрямках: де окупанти намагаються прорвати оборону – головне від Генштабу,https://tsn.ua/ato/rf-atakuye-na-6-napryamkah-de-okupanti-namagayutsya-prorvati-oboronu-golovne-vid-genshtabu-2553277.html,2024-04-08T21:31:00+03:00,5697
340,"Відомий український співак розкритикував Олега Винника та його творчість: ""Йому дають – він співає""",https://tsn.ua/glamur/vidomiy-ukrayinskiy-spivak-rozkritikuvav-olega-vinnika-ta-yogo-tvorchist-yomu-dayut-vin-spivaye-2553274.html,2024-04-08T21:26:00+03:00,13к
341,"""Ми дуже сильно випереджаємо обставини"": військовий експерт прокоментував загрозу нового наступу на Харків",https://tsn.ua/ato/mi-duzhe-silno-viperedzhayemo-obstavini-viyskoviy-ekspert-prokomentuvav-zagrozu-novogo-nastupu-na-harkiv-2553271.html,2024-04-08T21:21:00+03:00,2856
342,У Грузії анулювали реєстрацію прокремлівської партії Alt-Info,https://tsn.ua/svit/u-gruziyi-anulyuvali-reyestraciyu-prokremlivskoyi-partiyi-alt-info-2553268.html,2024-04-08T21:13:00+03:00,949
343,Вбивство підлітка на фунікулері в Києві: військовому повідомили про підозру,https://kyiv.tsn.ua/vbivstvo-pidlitka-na-funikuleri-v-kiyevi-viyskovomu-povidomili-pro-pidozru-2553265.html,2024-04-08T21:05:00+03:00,3114
344,Втратив багато крові від порізу і помер: усі деталі загибелі 17-річного підлітка на фунікулері,https://tsn.ua/exclusive/vtrativ-bagato-krovi-vid-porizu-i-pomer-vsi-detali-zagibeli-17-richnogo-pidlitka-na-funikuleri-2553262.html,2024-04-08T20:48:00+03:00,18к
345,"""Де наш тато – оце"": Мережу зворушило відео, як дівчинка біжить обіймати стенд загиблого батька",https://tsn.ua/ukrayina/de-nash-tato-oce-merezhu-zvorushilo-video-yak-divchinka-bizhit-obiymati-stend-zagiblogo-batka-2553313.html,2024-04-08T23:48:00+03:00,2887
346,Сунак і Макрон обговорили постачання боєприпасів Україні – що відомо,https://tsn.ua/svit/sunak-i-makron-obgovorili-postachannya-boyepripasiv-ukrayini-scho-vidomo-2553310.html,2024-04-08T23:45:00+03:00,1321
347,"Удар РФ по Полтавщині: одна людина загинула, серед поранених – троє дітей",https://tsn.ua/ukrayina/udar-rf-po-poltavschini-odna-lyudina-zaginula-sered-poranenih-troye-ditey-2553301.html,2024-04-08T23:28:00+03:00,5835
348,"Зірки на прем'єрі ""Материнського інстинкту"": Ілона Гвоздьова – у кокетливій сукні, Монро – у вбранні кольору хакі",https://tsn.ua/lady/news/show-biznes/zirki-na-prem-yeri-materinskogo-instinktu-ilona-gvozdova-u-koketliviy-sukni-monro-u-vbranni-koloru-haki-2553097.html,2024-04-08T23:06:00+03:00,2767
349,У жовтій сорочці і зі стильними сережками: Олена Зеленська на зустрічі у Києві,https://tsn.ua/lady/news/obschestvo/u-zhovtiy-sorochci-i-zi-stilnimi-serezhkami-olena-zelenska-na-zustrichi-u-kiyevi-2552824.html,2024-04-08T23:05:00+03:00,12к
350,"У мінісукні з розрізом до стегна і ботфортах: Кончіта Вурст продемонструвала волохаті ноги на вечірці ""Євробачення""",https://tsn.ua/lady/news/show-biznes/u-minisukni-z-rozrizom-do-stegna-i-botfortah-konchita-vurst-prodemonstruvala-volohati-nogi-na-vechirci-yevrobachennya-2553226.html,2024-04-08T23:03:00+03:00,5143
